"PointID","x","y","Pressure","Velocity_x","Velocity_y","Temperature","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Heat_Capacity","Thermal_Conductivity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity","Residual_Pressure","Residual_Velocity_x","Residual_Velocity_y","Residual_Temperature","Residual_Nu_Tilde"
33, 0.000000000000000e+00, 1.448580343276262e-02, 1.691589930896527e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.996718331400100e+02, 0.000000000000000e+00, 2.625469394531316e-01, 1.239055690050522e+00, 1.844363039164320e-05, 1.001000000000000e+03, 2.564176947504840e-02, 0.000000000000000e+00, 2.559902900150259e-05, -3.997684758221608e+00, 1.157498913445445e+00, 0.000000000000000e+00, 1.658561071593138e-06, -0.000000000000000e+00, -0.000000000000000e+00, 4.982870846614167e-01, -0.000000000000000e+00
34, 0.000000000000000e+00, 1.461136713624001e-02, 1.415604029183211e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.997484114133364e+02, 0.000000000000000e+00, 2.197119399632486e-01, 1.238739142100019e+00, 1.844725557737100e-05, 1.001000000000000e+03, 2.564680949020607e-02, 0.000000000000000e+00, 2.304618269385875e-05, -3.079201481474875e+00, 1.097911941842662e+00, 0.000000000000000e+00, 1.747217290083010e-06, -0.000000000000000e+00, -0.000000000000000e+00, 5.248363614463689e-01, -0.000000000000000e+00
35, 0.000000000000000e+00, 1.472437474876642e-02, 9.104773507445874e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.998194889051631e+02, 0.000000000000000e+00, 1.413126417421368e-01, 1.238445477163262e+00, 1.845061995500828e-05, 1.001000000000000e+03, 2.565148690967124e-02, 0.000000000000000e+00, 1.974802251662934e-05, -2.215382994271827e+00, 1.016012689832978e+00, 0.000000000000000e+00, 1.850391695582039e-06, -0.000000000000000e+00, -0.000000000000000e+00, 5.557586703089067e-01, -0.000000000000000e+00
36, 0.000000000000000e+00, 1.482608169317245e-02, 1.706433747494529e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.998850708939825e+02, 0.000000000000000e+00, 2.648508066885813e-02, 1.238174641015285e+00, 1.845372386459488e-05, 1.001000000000000e+03, 2.565580220619371e-02, 0.000000000000000e+00, 1.547558868048115e-05, -1.411946757298342e+00, 8.991670152231511e-01, 0.000000000000000e+00, 1.989214490633954e-06, -0.000000000000000e+00, -0.000000000000000e+00, 5.973988705730856e-01, -0.000000000000000e+00
37, 0.000000000000000e+00, 1.491761766374111e-02, -7.606811573353411e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.999451952629236e+02, 0.000000000000000e+00, -1.180631937506350e-01, 1.237926447444907e+00, 1.845656918195472e-05, 1.001000000000000e+03, 2.565975798768982e-02, 0.000000000000000e+00, 9.964077739522700e-06, -6.734825200903878e-01, 7.213147987996774e-01, 0.000000000000000e+00, 2.162326301514710e-06, -0.000000000000000e+00, -0.000000000000000e+00, 6.493541753866167e-01, -0.000000000000000e+00
38, 4.722432699054480e-03, 1.499999966472387e-02, 1.818903814573858e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999996102454543e+02, 0.000000000000000e+00, 2.823069710653202e-01, 1.237701907999816e+00, 1.845914406981912e-05, 1.001000000000000e+03, 2.566333779706798e-02, -3.330188324928939e-03, 0.000000000000000e+00, -5.556298230998859e+01, 2.299891085059236e-01, 0.000000000000000e+00, 5.154115084843500e-06, -0.000000000000000e+00, -0.000000000000000e+00, 1.547762145999181e+00, -0.000000000000000e+00
39, 8.972621522843838e-03, 1.499999966472387e-02, 1.818441401512745e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999996549349846e+02, 0.000000000000000e+00, 2.822352012281150e-01, 1.237701723625214e+00, 1.845914618441037e-05, 1.001000000000000e+03, 2.566334073693720e-02, -1.210507860236089e-03, 0.000000000000000e+00, -7.004689564199175e+01, 1.386617246765604e-01, 0.000000000000000e+00, 4.649169610622910e-06, -0.000000000000000e+00, -0.000000000000000e+00, 1.396136873037022e+00, -0.000000000000000e+00
40, 1.279779244214296e-02, 1.499999966472387e-02, 1.807008825693783e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999996177601333e+02, 0.000000000000000e+00, 2.804607831280123e-01, 1.237701876996668e+00, 1.845914442539402e-05, 1.001000000000000e+03, 2.566333829141585e-02, -2.282975674472028e-04, 0.000000000000000e+00, -7.347239710834819e+01, 6.021760811745885e-02, 0.000000000000000e+00, 4.202719281781669e-06, -0.000000000000000e+00, -0.000000000000000e+00, 1.262091650989187e+00, -0.000000000000000e+00
41, 1.624044589698315e-02, 1.499999966472387e-02, 1.795285730360279e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999995860686361e+02, 0.000000000000000e+00, 2.786412743070431e-01, 1.237702007745600e+00, 1.845914292583549e-05, 1.001000000000000e+03, 2.566333620661295e-02, 1.540457756298811e-04, 0.000000000000000e+00, -7.653653930890913e+01, 4.946497727414170e-02, 0.000000000000000e+00, 3.798623120870485e-06, -0.000000000000000e+00, -0.000000000000000e+00, 1.140758022871549e+00, -0.000000000000000e+00
42, 1.933883316814899e-02, 1.499999966472387e-02, 1.786461079733606e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999995460938077e+02, 0.000000000000000e+00, 2.772716249780546e-01, 1.237702172668935e+00, 1.845914103433136e-05, 1.001000000000000e+03, 2.566333357689679e-02, 3.082573436842747e-04, 0.000000000000000e+00, -8.328199002630723e+01, 6.997287310822201e-02, 0.000000000000000e+00, 3.432670542922692e-06, -0.000000000000000e+00, -0.000000000000000e+00, 1.030870059435214e+00, -0.000000000000000e+00
43, 2.212738245725632e-02, 1.499999966472387e-02, 1.781530950353742e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999994937620961e+02, 0.000000000000000e+00, 2.765064333934103e-01, 1.237702388572876e+00, 1.845913855813171e-05, 1.001000000000000e+03, 2.566333013429144e-02, 3.912205520903494e-04, 0.000000000000000e+00, -9.548239610311364e+01, 7.882861889719402e-02, 0.000000000000000e+00, 3.101448424863832e-06, -0.000000000000000e+00, -0.000000000000000e+00, 9.314044714061150e-01, -0.000000000000000e+00
44, 2.463707700371742e-02, 1.499999966472387e-02, 1.781979018504103e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999994354297023e+02, 0.000000000000000e+00, 2.765759767971602e-01, 1.237702629233806e+00, 1.845913579799523e-05, 1.001000000000000e+03, 2.566332629693503e-02, 5.037603018894253e-04, 0.000000000000000e+00, -1.135984840003900e+02, 8.945099263419840e-02, 0.000000000000000e+00, 2.801409887705975e-06, -0.000000000000000e+00, -0.000000000000000e+00, 8.412961051891866e-01, -0.000000000000000e+00
45, 2.689580246806145e-02, 1.499999966472387e-02, 1.790827931330443e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999993827873346e+02, 0.000000000000000e+00, 2.779493917942640e-01, 1.237702846419576e+00, 1.845913330709570e-05, 1.001000000000000e+03, 2.566332283389277e-02, 7.648401726678608e-04, 0.000000000000000e+00, -1.362658564778426e+02, 1.102195506522363e-01, 0.000000000000000e+00, 2.529642954749191e-06, -0.000000000000000e+00, -0.000000000000000e+00, 7.596727126676142e-01, -0.000000000000000e+00
46, 2.892865426838398e-02, 1.499999966472387e-02, 1.809747670142898e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999993361539790e+02, 0.000000000000000e+00, 2.808858715106159e-01, 1.237703038814125e+00, 1.845913110052676e-05, 1.001000000000000e+03, 2.566331976614901e-02, 1.362943530018586e-03, 0.000000000000000e+00, -1.609265923258790e+02, 1.471337512114359e-01, 0.000000000000000e+00, 2.293946145869308e-06, -0.000000000000000e+00, -0.000000000000000e+00, 6.888822094775433e-01, -0.000000000000000e+00
47, 3.075822256505489e-02, 1.499999966472387e-02, 1.832214398292287e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999992864838728e+02, 0.000000000000000e+00, 2.843728695161085e-01, 1.237703243737417e+00, 1.845912875026651e-05, 1.001000000000000e+03, 2.566331649863441e-02, 2.526821424667555e-03, 0.000000000000000e+00, -1.853301236927679e+02, 2.003368048215397e-01, 0.000000000000000e+00, 2.096493256074285e-06, -0.000000000000000e+00, -0.000000000000000e+00, 6.295819339827705e-01, -0.000000000000000e+00
48, 3.240483254194260e-02, 1.499999966472387e-02, 1.843737285716363e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999992335991851e+02, 0.000000000000000e+00, 2.861613046277142e-01, 1.237703461923139e+00, 1.845912624790042e-05, 1.001000000000000e+03, 2.566331301965045e-02, 4.413144245579473e-03, 0.000000000000000e+00, -2.084432439831588e+02, 2.647571065526906e-01, 0.000000000000000e+00, 1.928159805818361e-06, -0.000000000000000e+00, -0.000000000000000e+00, 5.790311946572392e-01, -0.000000000000000e+00
49, 3.388678282499313e-02, 1.499999966472387e-02, 1.832559575423218e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.999991726032861e+02, 0.000000000000000e+00, 2.844264434926616e-01, 1.237703713573284e+00, 1.845912336173261e-05, 1.001000000000000e+03, 2.566330900707547e-02, 7.067677033384069e-03, 0.000000000000000e+00, -2.299938623357915e+02, 3.350518533988482e-01, 0.000000000000000e+00, 1.778500071044622e-06, -0.000000000000000e+00, -0.000000000000000e+00, 5.340921274415791e-01, -0.000000000000000e+00
